,loss,val_loss,acc,val_acc
0,0.1972832246683538,0.1270334511063993,0.9813373,0.97927415
1,0.09644194133579731,0.10748530505225062,0.98133725,0.9792743
2,0.07419053628109396,0.07068807259202003,0.9813373,0.9792742
3,0.05519791948609054,0.06511393166147172,0.9813373,0.9792743
4,0.04856837750412524,0.06342625874094665,0.9813373,0.97927433
5,0.042906565591692924,0.056154362857341766,0.9813374,0.9792743
6,0.03852036828175187,0.04840139765292406,0.98133725,0.9792743
7,0.03485641989391297,0.04652392561547458,0.9813372,0.9792743
8,0.03239501907955855,0.04743860731832683,0.9813373,0.9792742
9,0.029568308498710394,0.045307925436645746,0.9813373,0.9792743
10,0.05243940092623234,0.045071111526340246,0.9742589,0.97573996
11,0.04534875298850238,0.04228878580033779,0.974259,0.97573996
12,0.04044810263440013,0.041631121188402176,0.9742589,0.97574
13,0.036527732852846384,0.03847026778385043,0.9858177,0.9864819
14,0.03474589006509632,0.03972492599859834,0.98777354,0.9872911
15,0.03308280708733946,0.037273406982421875,0.9885798,0.98713374
16,0.03175273374654353,0.0376098460983485,0.98928726,0.9880166
17,0.030853993841446936,0.036808380391448736,0.9898421,0.9881361
18,0.030488786986097693,0.03602603217586875,0.99018764,0.9885785
19,0.03131711529567838,0.03968598903156817,0.98978984,0.98720205
20,0.030364138423465192,0.03515528189018369,0.9899012,0.9872423
21,0.02781698841135949,0.0336033949861303,0.9905853,0.98854923
22,0.026840972364880145,0.034166450961492956,0.9911594,0.98831475
23,0.02696876006666571,0.03713335224892944,0.9910233,0.9874315
24,0.027559565962292254,0.034452539519406855,0.9907399,0.98837614
25,0.025584688177332282,0.03290382423438132,0.9915592,0.98995996
26,0.024641158408485353,0.034543165820650756,0.9920074,0.98790765
27,0.024261815007776022,0.032294438569806516,0.99220455,0.98971426
28,0.023571878555230796,0.032538934610784054,0.99248064,0.9901404
29,0.02344775025267154,0.032113189226947725,0.9925493,0.9902997
30,0.02866199694108218,0.031832703039981425,0.9910767,0.9903891
31,0.026799260987900198,0.03155122057069093,0.9917724,0.98993367
32,0.026170166325755417,0.029768232256174088,0.9920093,0.9908951
33,0.024936479050666094,0.030488154967315495,0.9927403,0.9907819
34,0.02541076496709138,0.03275669028516859,0.9924489,0.98831224
35,0.02566623012535274,0.030325166997499764,0.9923938,0.9908327
36,0.024553811526857316,0.031035541091114283,0.9928697,0.99116385
37,0.02376432006713003,0.030347111518494785,0.9932618,0.99074125
38,0.023356515332125127,0.031433746800757945,0.9935024,0.9911537
39,0.023064973298460245,0.03305823786649853,0.9935803,0.99110574
40,0.032424157951027155,0.03417530667502433,0.98962903,0.9876348
41,0.02782144967932254,0.030159077257849276,0.9912888,0.9907329
42,0.02619310247246176,0.02852169331163168,0.9919443,0.9910909
43,0.02509863767772913,0.028238665428943932,0.9924998,0.9910641
44,0.02456392254680395,0.0280924323014915,0.992713,0.99120814
45,0.024013163754716516,0.02950038097333163,0.99297297,0.9897785
46,0.023682806291617453,0.02844287920743227,0.9931091,0.9912727
47,0.023071207688190043,0.028199459076859057,0.99341625,0.99116147
48,0.022739235893823206,0.030487749259918928,0.99354607,0.9914912
49,0.022653699852526188,0.03136900637764484,0.9935057,0.99168617
50,0.01910554734058678,0.02861711394507438,0.9941596,0.990767
51,0.01748060079989955,0.027511911815963686,0.994731,0.9912906
52,0.017351415066514164,0.027709798654541373,0.9948485,0.99124825
53,0.01620434271171689,0.026552060153335333,0.9953197,0.992073
54,0.01545732852537185,0.027328177820891142,0.99555814,0.99086374
55,0.015165313612669706,0.02681128995027393,0.9957131,0.9913312
56,0.014712129777763039,0.026416040607728064,0.9959488,0.991823
57,0.014360383909661323,0.027304121758788824,0.9961107,0.9921733
58,0.014303313684649765,0.02721628872677684,0.99611866,0.99167585
59,0.014112423988990486,0.026802307344041765,0.99618506,0.9917797
60,0.028793349396437407,0.047640992095693946,0.9911275,0.98455876
61,0.035702997469343245,0.03565431816969067,0.9877957,0.98848796
62,0.026253510732203722,0.03402421472128481,0.9915643,0.990026
63,0.02337306027766317,0.03372765437234193,0.9927814,0.99050874
64,0.02190204046200961,0.028817865531891584,0.9933691,0.9911228
65,0.021061965613625944,0.029304182156920433,0.99378586,0.99104434
66,0.022818138357251883,0.032924568047747016,0.99270767,0.98832244
67,0.022249391884543,0.035234434879384935,0.99316156,0.9895332
68,0.020158515661023557,0.03075648786034435,0.9942819,0.9910178
69,0.01919683173764497,0.030355551629327238,0.99470294,0.9910678
70,0.029094622703269124,0.02862549584824592,0.9906106,0.99149597
71,0.02760544838383794,0.027398024569265544,0.99174774,0.991646
72,0.026181600987911224,0.027048780932091177,0.9922758,0.9919296
73,0.025351382209919393,0.02740629983600229,0.9926071,0.99179196
74,0.025150971487164497,0.026905069476924837,0.9927714,0.99151087
75,0.026134199230000377,0.029087652335874736,0.9919927,0.9895955
76,0.025430580135434866,0.02717078838031739,0.9924427,0.9919832
77,0.024116859945934266,0.027681320789270103,0.9931203,0.9918269
78,0.023908519884571433,0.027448989101685584,0.99319947,0.9921074
79,0.023513371823355556,0.027200184063985944,0.99329376,0.99193287
80,0.020435440237633884,0.030758156324736774,0.99388456,0.9909553
81,0.01873498223721981,0.03249807236716151,0.9944055,0.99093795
82,0.017831346194725484,0.03195078286807984,0.99475527,0.9909961
83,0.01737126341322437,0.0361204210203141,0.9949796,0.99110067
84,0.017009639064781368,0.03301506594289094,0.9950694,0.99014324
85,0.016969213495031,0.04255872790236026,0.9950359,0.99052256
86,0.016612902865745127,0.03580040030647069,0.99523115,0.9904784
87,0.01644137123366818,0.05752716294955462,0.9952929,0.99004304
88,0.016396363906096667,0.03392349183559418,0.9952908,0.98994756
89,0.01630782021675259,0.04657069267705083,0.99531627,0.9910976
90,0.02612300170585513,0.03248589497525245,0.9916055,0.99088746
91,0.024045248050242662,0.031841267831623554,0.9925067,0.99058723
92,0.023033774399664253,0.03172351443208754,0.9929769,0.99068415
93,0.02256934135220945,0.03317309101112187,0.9932022,0.990685
94,0.022067951736971736,0.03414368047378957,0.99342424,0.99060124
95,0.02173561230301857,0.042745674843899906,0.99357194,0.990469
96,0.021431583329103887,0.042605256428942084,0.9936732,0.9905298
97,0.021211267972830683,0.03407044138293713,0.9937891,0.99105203
98,0.021048281458206475,0.04521199164446443,0.9938178,0.9905057
99,0.02069377771113068,0.0376354914624244,0.9940008,0.9911045
100,0.021697893855161965,0.030927810119464993,0.9930439,0.98842204
101,0.02047741407295689,0.030616540811024606,0.9933553,0.99136996
102,0.019312074524350464,0.028821013518609107,0.99395674,0.99118745
103,0.01944971567718312,0.02824600785970688,0.99377465,0.99119365
104,0.018230285204481333,0.03167246759403497,0.99435663,0.991786
105,0.017658920434769243,0.034373924136161804,0.9946108,0.9919846
106,0.01732732355594635,0.034802145906724036,0.9947494,0.99174494
107,0.016991544980555773,0.03523614606820047,0.9948891,0.99168473
108,0.016692381410393864,0.03623696160502732,0.9950565,0.9918674
109,0.01642867986811325,0.04161269054748118,0.9951712,0.9916958
110,0.02189014432951808,0.029153603711165488,0.99309343,0.9919027
111,0.019791399827226996,0.032806255389004946,0.9941255,0.9914018
112,0.018832646252121776,0.0263757606735453,0.9945761,0.99175566
113,0.018302888493053615,0.03211735072545707,0.9947555,0.991923
114,0.01782740355702117,0.030320856370963156,0.99499154,0.9921546
115,0.017362890939693898,0.03192482120357454,0.9952147,0.9919997
116,0.017016394529491663,0.034821133711375296,0.99534655,0.9919827
117,0.016813976457342505,0.03611407428979874,0.995433,0.99201846
118,0.01655319397104904,0.0327764650573954,0.9955379,0.9919991
119,0.016301304567605257,0.039926562807522714,0.99563324,0.9921357
120,0.02182052773423493,0.027051716693677008,0.99330866,0.99186814
121,0.020011839922517538,0.026696129702031612,0.99391377,0.9920662
122,0.018906518816947937,0.030477407039143145,0.99423385,0.9922736
123,0.018145764246582985,0.030260144034400582,0.9945288,0.99181485
124,0.017878947837743908,0.03413064021151513,0.9946084,0.99230516
125,0.01733570679789409,0.03498896164819598,0.9948199,0.9921595
126,0.016967669129371643,0.030019282014109194,0.9949713,0.9921639
127,0.016649960074573755,0.03869830758776516,0.995088,0.9922757
128,0.016377797001041472,0.04286467842757702,0.9951971,0.99215066
129,0.01614156400319189,0.03836982464417815,0.99528337,0.9921445
130,0.018171859614085406,0.03200114308856428,0.99414957,0.9894691
131,0.015144250355660915,0.02592105884104967,0.99518555,0.99103034
132,0.012994455872103572,0.023561615438666195,0.9959397,0.992561
133,0.012040280795190483,0.023415776784531772,0.996328,0.99216115
134,0.011648111045360565,0.02388178836554289,0.9964974,0.99180275
135,0.011380971234757453,0.02372605388518423,0.9966093,0.9921271
136,0.011089513718616217,0.02509399875998497,0.99672544,0.9927655
137,0.010824660887010396,0.02395773772150278,0.9968535,0.9926965
138,0.010648268333170563,0.023925898247398436,0.99692273,0.9920454
139,0.010500267148017883,0.026168626849539578,0.9969804,0.99243045
140,0.01821761764585972,0.032702025840990245,0.99423724,0.990467
141,0.015420881798490882,0.03759455285035074,0.9953449,0.9909816
142,0.01508196844952181,0.04653974645771086,0.99549246,0.99067163
143,0.014433580043260008,0.03637414367403835,0.99574804,0.9914781
144,0.013936477014794946,0.035189948976039886,0.995941,0.9916409
145,0.013498509244527668,0.03565481083933264,0.99614906,0.99155843
146,0.013199606095440686,0.03955445741303265,0.9962574,0.99171853
147,0.012990513991098851,0.04100147180724889,0.99633455,0.9917705
148,0.01279671664815396,0.0475703626871109,0.9964024,0.99134004
149,0.012772166461218148,0.04334588209167123,0.99638075,0.99092495
150,0.0237346850335598,0.024583533639088273,0.991882,0.99218667
151,0.02084716863464564,0.024060553521849215,0.9934033,0.9926157
152,0.01941539125982672,0.02495956141501665,0.9938235,0.9924257
153,0.018479743623174727,0.02719743037596345,0.99427086,0.9924934
154,0.017914109979756176,0.03066491347271949,0.9945159,0.9919286
155,0.01757897122297436,0.025838331202976406,0.9946432,0.9924851
156,0.017206646036356688,0.028725063195452094,0.9948187,0.99237585
157,0.01673188799759373,0.028452445403672755,0.99503386,0.99240994
158,0.016667283955030143,0.03500725736375898,0.9950588,0.9922202
159,0.016731866169720888,0.027188072912395,0.9949699,0.9926237
