,loss,val_loss,acc,val_acc
0,0.4332083461340517,0.28831946942955256,0.81818116,0.9479175
1,0.2625831544864923,0.07901261700317264,0.8876508,0.9728274
2,0.18361973844002932,0.09044829476624727,0.9264374,0.9710062
3,0.1591259629931301,0.056716392980888486,0.93738693,0.980997
4,0.1436924849404022,0.07717903715092689,0.94387996,0.9668401
5,0.12930189003236592,0.03939377615461126,0.9496411,0.9848319
6,0.11837960977572948,0.04761008970672265,0.95433456,0.9833475
7,0.10970063746208325,0.035925758158555254,0.9579102,0.98659664
8,0.10608921165112406,0.03718849876895547,0.959188,0.9867345
9,0.09904417922371067,0.04517718672286719,0.9619119,0.9842951
10,0.11946205334970728,0.046922421432100236,0.9549483,0.98277146
11,0.10661272233119234,0.05479058262426406,0.95923656,0.98187643
12,0.0953664748230949,0.061412657669279724,0.9636069,0.9800036
13,0.08753499889280647,0.05713700322667137,0.9663858,0.9814775
14,0.08139790777931921,0.04946133855264634,0.9686935,0.9826207
15,0.07922268597758375,0.05632582196267322,0.96963006,0.980901
16,0.07571122550871223,0.04251117742387578,0.9709515,0.98477775
17,0.11147456569597125,0.07217827322892845,0.9579014,0.97176886
18,0.09195335721597075,0.05878488684538752,0.9649223,0.9819493
19,0.07677693059667945,0.05234916208428331,0.97060734,0.98277104
20,0.10799866501474753,0.0813906091498211,0.9594879,0.97017086
21,0.09043420059606433,0.07474256306886673,0.96608377,0.97153085
22,0.08249569180770777,0.06856251449789852,0.96877503,0.97337455
23,0.07569917009095661,0.06562606105580926,0.97097677,0.97498643
24,0.07155732813407667,0.06799988041166216,0.97260886,0.97507095
25,0.06910959232482128,0.06779916293453425,0.9735874,0.97416544
26,0.07086576803703792,0.07309372874442488,0.9729065,0.97273105
27,0.06429917211062275,0.07870255969464779,0.9753916,0.9719652
28,0.0603708173148334,0.06546173698734492,0.9767809,0.97538316
29,0.06446255653281696,0.08157096896320581,0.9752501,0.9690784
30,0.10617761843604967,0.033048197627067566,0.9606349,0.989401
31,0.08602387979044579,0.032440568844322115,0.9675071,0.98837024
32,0.08405803557252511,0.0667551705846563,0.9682851,0.98148346
33,0.09431800822494552,0.03392189339501783,0.9647502,0.98782337
34,0.07583660166710615,0.051923400489613414,0.9710196,0.97941273
35,0.06898590948549099,0.0355754136107862,0.97357583,0.9864259
36,0.06478173425421119,0.03107581424410455,0.97526056,0.989303
37,0.062612561538117,0.0359942197392229,0.97589445,0.98683757
38,0.06579721605521627,0.045776022103382275,0.9749184,0.98305804
39,0.0755917513743043,0.04463476431556046,0.97110033,0.9845389
40,0.08749144355533645,0.03602805404807441,0.967061,0.9878423
41,0.07955945242429152,0.03429863348719664,0.9696251,0.9881637
42,0.07464797914144583,0.030313147435663268,0.97136474,0.99001765
43,0.06568692426662892,0.02840395807288587,0.9747102,0.99006444
44,0.06300049467245117,0.04564626677893102,0.9757213,0.9855271
45,0.06048337084939703,0.0315383981942432,0.9765712,0.98987657
46,0.06372473330702633,0.038039814098738134,0.9755006,0.98910695
47,0.058665054384619,0.04808159146341495,0.9773287,0.98599386
48,0.05537198326783255,0.05798724319902249,0.9785143,0.984529
49,0.0534352297836449,0.065577309433138,0.97926384,0.9841644
50,0.09725472592981532,0.05484578257892281,0.96422094,0.9828807
51,0.085884749336401,0.09059287275886163,0.9678291,0.95986134
52,0.0755433933227323,0.046802207245491445,0.97160286,0.98191035
53,0.07041941324132495,0.044109518377808854,0.97334695,0.9859481
54,0.06410400400636718,0.10181759874103591,0.9755016,0.9709642
55,0.06361105490941554,0.10762618045555428,0.97579414,0.96727085
56,0.06565306952688843,0.1034399478812702,0.9750315,0.9643688
57,0.06409157888265327,0.06690148479538038,0.9756472,0.97981465
58,0.054333205975126475,0.07145280856639147,0.9790588,0.98058724
59,0.05233788420446217,0.067535359878093,0.9798489,0.98138493
60,0.08390973828500137,0.05625271610915661,0.9692819,0.97897506
61,0.07648024568334222,0.056805948610417545,0.97125757,0.9783657
62,0.06740408652694896,0.052742425235919654,0.9744313,0.9795934
63,0.06185202396591194,0.05759032047353685,0.9763279,0.97881913
64,0.059797456953674555,0.06332979048602283,0.97708595,0.97718513
65,0.058089982776436955,0.05659112590365112,0.9777152,0.97909814
66,0.05712942569516599,0.05408196337521076,0.9780612,0.9800215
