         3411122 function calls (3342073 primitive calls) in 14.481 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2455(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2556(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3045(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3190(StatusbarBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3213(_Backend)
        1    0.000    0.000    0.004    0.004 backend_bases.py:33(<module>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3306(export)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3320(Show)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3328(ShowBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:715(GraphicsContextBase)
        4    0.000    0.000    0.000    0.000 backend_bases.py:95(register_backend)
        1    0.000    0.000    0.001    0.001 backend_cairo.py:7(<module>)
        1    0.000    0.000    0.000    0.000 backend_config.py:110(set_image_data_format)
        1    0.000    0.000    0.000    0.000 backend_config.py:15(<module>)
        1    0.000    0.000    0.000    0.000 backend_config.py:32(epsilon)
        1    0.000    0.000    0.000    0.000 backend_config.py:47(set_epsilon)
        1    0.000    0.000    0.000    0.000 backend_config.py:60(floatx)
        1    0.000    0.000    0.000    0.000 backend_config.py:77(set_floatx)
        1    0.000    0.000    0.000    0.000 backend_config.py:95(image_data_format)
        1    0.000    0.000    0.001    0.001 backend_gtk3agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:11(ToolEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:20(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:27(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 backend_managers.py:39(ToolManager)
        1    0.000    0.000    0.003    0.003 backend_qt4agg.py:3(<module>)
        1    0.000    0.000    0.002    0.002 backend_qt5.py:1(<module>)
        1    0.000    0.000    0.064    0.064 backend_qt5agg.py:3(<module>)
        1    0.000    0.000    0.010    0.010 backend_tkagg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:19(_BackendTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:7(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1034(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1076(ToolCopyToClipboardBase)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:159(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:247(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:318(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:365(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:38(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:393(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:403(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:413(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:429(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:447(_ToolGridBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:481(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:502(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:522(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:535(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:552(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:562(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:572(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:724(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:736(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:745(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:754(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:763(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:770(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:778(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:842(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:968(ToolPan)
        1    0.000    0.000    0.003    0.003 backprop.py:15(<module>)
        1    0.000    0.000    0.000    0.000 backprop.py:691(GradientTape)
        1    0.000    0.000    0.000    0.000 backprop.py:90(_MockOp)
        6    0.000    0.000    0.069    0.012 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:101(PythonStateSaveable)
        1    0.000    0.000    0.000    0.000 base.py:1025(ExtensionOpsMixin)
        3    0.000    0.000    0.000    0.000 base.py:1036(_add_arithmetic_ops)
        9    0.000    0.000    0.000    0.000 base.py:1055(_add_comparison_ops)
        1    0.000    0.000    0.000    0.000 base.py:1065(ExtensionScalarOpsMixin)
        1    0.000    0.000    0.000    0.000 base.py:11(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 base.py:1119(_wrap_impl)
        1    0.000    0.000    0.000    0.000 base.py:114(NoNewAttributesMixin)
        1    0.000    0.000    0.000    0.000 base.py:117(deserialize_wkb)
        1    0.000    0.000    0.001    0.001 base.py:12(<module>)
       42    0.000    0.000    0.000    0.000 base.py:127(_make_arithmetic_op)
        1    0.000    0.000    0.000    0.000 base.py:129(PythonStringStateSaveable)
        1    0.000    0.000    0.000    0.000 base.py:13(<module>)
        1    0.000    0.000    0.000    0.000 base.py:14(<module>)
        1    0.000    0.000    0.000    0.000 base.py:14(MSSMixin)
        3    0.000    0.000    0.000    0.000 base.py:14(_dispatch)
       12    0.000    0.000    0.000    0.000 base.py:142(_cfactory)
        1    0.000    0.000    0.000    0.000 base.py:147(GroupByError)
        1    0.000    0.000    0.000    0.000 base.py:15(<module>)
        1    0.000    0.000    0.000    0.000 base.py:15(MIMEBase)
        1    0.000    0.000    0.000    0.000 base.py:151(DataError)
        1    0.001    0.001    0.004    0.004 base.py:152(_load_global_helpers)
        1    0.000    0.000    0.000    0.000 base.py:155(SpecificationError)
        1    0.000    0.000    0.000    0.000 base.py:157(Layer)
        1    0.000    0.000    0.000    0.000 base.py:159(SelectionMixin)
        1    0.000    0.000    0.000    0.000 base.py:16(BaseDocumenter)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseWarning)
        2    0.000    0.000    0.000    0.000 base.py:160(exceptNull)
        1    0.000    0.000    0.000    0.000 base.py:164(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 base.py:165(_RegionProxy)
        1    0.000    0.000    0.000    0.000 base.py:170(CAP_STYLE)
        1    0.000    0.000    0.000    0.000 base.py:176(BaseContext)
        1    0.000    0.000    0.000    0.000 base.py:176(JOIN_STYLE)
       19    0.000    0.000    0.000    0.000 base.py:180(construct_from_string)
        1    0.000    0.000    0.000    0.000 base.py:184(BaseGeometry)
        1    0.000    0.000    0.001    0.001 base.py:186(Index)
        1    0.000    0.000    0.000    0.000 base.py:190(CheckpointPosition)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseFormatWarning)
        1    0.000    0.000    0.001    0.001 base.py:210(HLObject)
        1    0.000    0.000    0.000    0.000 base.py:22(ResourceMeta)
    67453    0.070    0.000    0.070    0.000 base.py:222(empty)
      2/1    0.000    0.000    0.056    0.056 base.py:226(__init__)
    32640    0.033    0.000    0.082    0.000 base.py:233(__del__)
        1    0.000    0.000    0.000    0.000 base.py:24(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:241(ConstructorTemplate)
        1    0.000    0.000    0.000    0.000 base.py:25(InstanceModel)
   228700    0.034    0.000    0.034    0.000 base.py:253(_geom)
    32648    0.044    0.000    0.064    0.000 base.py:257(_geom)
        1    0.000    0.000    0.000    0.000 base.py:274(ClassBuilder)
        1    0.000    0.000    0.004    0.004 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base.py:316(get_arg_packer)
        1    0.000    0.000    0.000    0.000 base.py:32(ExtensionArray)
        1    0.000    0.000    0.000    0.000 base.py:32(OverloadSelector)
     8183    0.011    0.000    0.063    0.000 base.py:320(_get_coords)
        1    0.000    0.000    0.000    0.000 base.py:324(KeysViewHDF5)
        1    0.000    0.000    0.000    0.000 base.py:330(ValuesViewHDF5)
    10878    0.009    0.000    0.033    0.000 base.py:347(geometryType)
     6548    0.004    0.000    0.024    0.000 base.py:350(type)
        1    0.000    0.000    0.000    0.000 base.py:352(ItemsViewHDF5)
        1    0.000    0.000    0.000    0.000 base.py:359(ClassAttribute)
        1    0.000    0.000    0.000    0.000 base.py:371(MappingHDF5)
        1    0.000    0.000    0.000    0.000 base.py:40(InstanceDataModel)
        4    0.000    0.000    0.000    0.000 base.py:42(__init__)
     4330    0.002    0.000    0.014    0.000 base.py:421(geom_type)
        1    0.000    0.000    0.000    0.000 base.py:424(MutableMappingHDF5)
        1    0.000    0.000    0.000    0.000 base.py:435(Empty)
       18    0.000    0.000    0.000    0.000 base.py:436(no_automatic_dependency_tracking)
        2    0.000    0.000    0.000    0.000 base.py:445(insert_unique_const)
        1    0.000    0.000    0.000    0.000 base.py:457(get_argument_type)
     4330    0.015    0.000    0.426    0.000 base.py:460(bounds)
        1    0.000    0.000    0.000    0.000 base.py:47(StringMixin)
        1    0.000    0.000    0.000    0.000 base.py:473(get_value_type)
     4330    0.008    0.000    0.119    0.000 base.py:488(envelope)
        3    0.000    0.000    0.007    0.002 base.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base.py:530(Trackable)
     1496    0.005    0.000    0.107    0.000 base.py:532(buffer)
        1    0.000    0.000    0.000    0.000 base.py:5373(_add_comparison_methods)
        2    0.000    0.000    0.000    0.000 base.py:5385(_add_numeric_methods_add_sub_disabled)
        5    0.000    0.000    0.000    0.000 base.py:5397(_add_numeric_methods_disabled)
        3    0.000    0.000    0.000    0.000 base.py:5480(_add_numeric_methods_binary)
        5    0.000    0.000    0.000    0.000 base.py:5503(_add_numeric_methods_unary)
       20    0.000    0.000    0.000    0.000 base.py:5509(_make_evaluate_unary)
        4    0.000    0.000    0.000    0.000 base.py:5525(_add_numeric_methods)
        3    0.000    0.000    0.001    0.000 base.py:5530(_add_logical_methods)
        6    0.000    0.000    0.001    0.000 base.py:5617(_make_logical_function)
        7    0.000    0.000    0.000    0.000 base.py:5642(_add_logical_methods_disabled)
        1    0.000    0.000    0.000    0.000 base.py:57(CheckpointInitialValue)
       65    0.000    0.000    0.091    0.001 base.py:595(simplify)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        1    0.000    0.000    0.000    0.000 base.py:64(ServiceResource)
    44377    0.087    0.000    0.288    0.000 base.py:640(is_empty)
        1    0.000    0.000    0.000    0.000 base.py:66(default_lapl)
        1    0.000    0.000    0.001    0.001 base.py:669(IndexOpsMixin)
    16902    0.038    0.000    0.038    0.000 base.py:67(geometry_type_name)
        2    0.000    0.000    0.041    0.020 base.py:7(<module>)
        1    0.000    0.000    0.000    0.000 base.py:71(PandasObject)
     6024    0.045    0.000    0.120    0.000 base.py:73(geom_factory)
        1    0.000    0.000    0.000    0.000 base.py:75(default_lcpl)
        1    0.000    0.000    0.000    0.000 base.py:780(BaseMultipartGeometry)
     9004    0.013    0.000    0.065    0.000 base.py:810(geoms)
       68    0.000    0.000    0.002    0.000 base.py:816(__iter__)
     8936    0.016    0.000    0.281    0.000 base.py:828(__getitem__)
        1    0.000    0.000    0.000    0.000 base.py:84(JitClassType)
        1    0.000    0.000    0.000    0.000 base.py:866(GeometrySequence)
     9004    0.006    0.000    0.006    0.000 base.py:886(__init__)
        1    0.000    0.000    0.000    0.000 base.py:89(NoRestoreSaveable)
    18008    0.014    0.000    0.016    0.000 base.py:890(_update)
    11185    0.052    0.000    0.096    0.000 base.py:894(_get_geom_item)
        1    0.000    0.000    0.000    0.000 base.py:9(GroupByMixin)
     2317    0.002    0.000    0.024    0.000 base.py:902(__iter__)
     9004    0.020    0.000    0.027    0.000 base.py:907(__len__)
     8936    0.020    0.000    0.134    0.000 base.py:911(__getitem__)
        1    0.000    0.000    0.000    0.000 base.py:92(CommonStateObject)
        1    0.000    0.000    0.001    0.001 base.py:926(get_python_api)
        1    0.000    0.000    0.000    0.000 base.py:943(HeterogeneousGeometrySequence)
        1    0.000    0.000    0.000    0.000 base.py:958(EmptyGeometry)
        6    0.000    0.000    0.000    0.000 base.py:98(_make_comparison_op)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.001    0.001 base_head.py:15(<module>)
        1    0.000    0.000    0.001    0.001 base_head.py:57(Head)
        1    0.000    0.000    0.079    0.079 base_layer.py:16(<module>)
        1    0.000    0.000    0.000    0.000 base_layer.py:2425(TensorFlowOpLayer)
        1    0.000    0.000    0.000    0.000 base_layer.py:2544(AddLoss)
        1    0.000    0.000    0.000    0.000 base_layer.py:2568(AddMetric)
        1    0.000    0.000    0.000    0.000 base_layer.py:2594(KerasHistory)
        1    0.000    0.000    0.001    0.001 base_layer.py:85(Layer)
        1    0.000    0.000    0.001    0.001 base_layer_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 base_layer_utils.py:368(CallContext)
        4    0.000    0.000    0.000    0.000 base_layer_utils.py:624(default)
        1    0.000    0.000    0.000    0.000 base_serialization.py:15(<module>)
        1    0.000    0.000    0.000    0.000 base_serialization.py:30(SavedModelSaver)
        1    0.000    0.000    0.000    0.000 baseline.py:293(BaselineClassifierV2)
        1    0.000    0.000    0.000    0.000 baseline.py:404(BaselineClassifier)
        1    0.000    0.000    0.000    0.000 baseline.py:437(BaselineEstimatorV2)
        1    0.000    0.000    0.000    0.000 baseline.py:47(<module>)
        1    0.000    0.000    0.000    0.000 baseline.py:520(BaselineEstimator)
        1    0.000    0.000    0.000    0.000 baseline.py:543(BaselineRegressorV2)
        1    0.000    0.000    0.000    0.000 baseline.py:638(BaselineRegressor)
        1    0.000    0.000    0.003    0.003 basic.py:7(<module>)
        1    0.000    0.000    0.011    0.011 basic_engine.py:15(<module>)
        1    0.000    0.000    0.000    0.000 basic_engine.py:20(BasicEngine)
        1    0.000    0.000    2.678    2.678 basic_engine.py:23(__init__)
       41    0.001    0.000    3.161    0.077 basic_engine.py:42(run_inference)
        1    0.000    0.000    0.000    0.000 basic_engine.py:62(get_input_tensor_shape)
        1    0.000    0.000    0.000    0.000 basic_loops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:15(<module>)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:158(NeverTriggerTimer)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:173(LoggingTensorHook)
        1    0.000    0.000    0.010    0.010 basic_session_run_hooks.py:20(<module>)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:325(_MultiStepStopAtStepHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:389(StopAtStepHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:445(CheckpointSaverListener)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:512(CheckpointSaverHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:54(_HookTimer)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:649(StepCounterHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:729(NanLossDuringTrainingError)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:736(NanTensorHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:768(SummarySaverHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:877(GlobalStepWaiterHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:90(SecondOrStepTimer)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:926(FinalOpsHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:970(FeedFnHook)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:988(ProfilerHook)
        1    0.000    0.000    0.002    0.002 batch_ops.py:16(<module>)
        1    0.000    0.000    0.146    0.146 batching.py:15(<module>)
        1    0.000    0.000    0.000    0.000 batching.py:232(_DenseToSparseBatchDataset)
        1    0.000    0.000    0.000    0.000 batching.py:262(_MapAndBatchDataset)
        1    0.000    0.000    0.000    0.000 bdb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 bdb.py:654(Breakpoint)
        1    0.000    0.000    0.000    0.000 bdb.py:852(Tdb)
        1    0.000    0.000    0.000    0.000 benchmark.py:135(_BenchmarkRegistrar)
        2    0.000    0.000    0.000    0.000 benchmark.py:138(__new__)
        1    0.000    0.000    0.000    0.000 benchmark.py:146(Benchmark)
        1    0.000    0.000    0.000    0.000 benchmark.py:156(is_abstract)
        1    0.000    0.000    0.003    0.003 benchmark.py:16(<module>)
        1    0.000    0.000    0.000    0.000 benchmark.py:230(TensorFlowBenchmark)
        1    0.000    0.000    0.000    0.000 benchmark.py:240(is_abstract)
        1    0.000    0.000    0.003    0.003 bernoulli.py:15(<module>)
        1    0.000    0.000    0.000    0.000 bernoulli.py:35(Bernoulli)
        1    0.000    0.000    0.001    0.001 beta.py:15(<module>)
        1    0.000    0.000    0.000    0.000 beta.py:350(BetaWithSoftplusConcentration)
        1    0.000    0.000    0.000    0.000 beta.py:50(Beta)
        1    0.000    0.000    0.000    0.000 bezier.py:11(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:147(BezierSegment)
        1    0.000    0.000    0.001    0.001 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bfloat16.py:16(<module>)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:34(Big5Prober)
        1    0.000    0.000    0.001    0.001 binary_class_head.py:15(<module>)
        1    0.000    0.000    0.000    0.000 binary_class_head.py:41(BinaryClassHead)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bitwise_ops.py:16(<module>)
        1    0.000    0.000    0.005    0.005 blas.py:202(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:232(<dictcomp>)
        1    0.000    0.000    0.000    0.000 blas.py:233(<dictcomp>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:100(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:20(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:267(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:30(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:326(BlockingKeyMouseInput)
        1    0.000    0.000    0.002    0.002 blocks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:1623(NonConsolidatableMixIn)
        1    0.000    0.000    0.000    0.000 blocks.py:1751(ExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2065(ObjectValuesExtensionBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2077(NumericBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2083(FloatOrComplexBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2093(FloatBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2157(ComplexBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2173(IntBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2192(DatetimeLikeBlockMixin)
        1    0.000    0.000    0.000    0.000 blocks.py:2214(DatetimeBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2385(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2619(TimeDeltaBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2750(BoolBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2783(ObjectBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:3109(CategoricalBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:93(Block)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1348(GrowerInitializationHook)
        1    0.000    0.000    0.006    0.006 boosted_trees.py:15(<module>)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1552(_BoostedTreesBase)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1738(BoostedTreesClassifier)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:1908(BoostedTreesRegressor)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:2063(BoostedTreesEstimator)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:543(_CacheTrainingStatesUsingHashTable)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:625(_CacheTrainingStatesUsingVariables)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:667(_StopAtAttemptsHook)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:703(_EnsembleGrower)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:851(_InMemoryEnsembleGrower)
        1    0.000    0.000    0.000    0.000 boosted_trees.py:886(_AccumulatorEnsembleGrower)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:163(_TreeEnsembleSavable)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:208(TreeEnsemble)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:53(PruningMode)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:68(QuantileAccumulatorSaveable)
        1    0.000    0.000    0.000    0.000 boosted_trees_ops.py:97(QuantileAccumulator)
        1    0.001    0.001    0.001    0.001 boosted_trees_pb2.py:5(<module>)
        2    0.000    0.000    0.000    0.000 boosted_trees_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 boosted_trees_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 boston_housing.py:16(<module>)
        1    0.000    0.000    0.000    0.000 boxing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 boxing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 boxing.py:597(_NumbaTypeHelper)
        1    0.000    0.000    0.209    0.209 boxplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boxplot.py:19(BoxPlot)
        1    0.000    0.000    0.000    0.000 break_statements.py:15(<module>)
        1    0.000    0.000    0.000    0.000 break_statements.py:27(_Break)
        1    0.000    0.000    0.000    0.000 break_statements.py:37(BreakTransformer)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:24(bsr_matrix)
        1    0.000    0.000    0.000    0.000 build_info.py:16(<module>)
        1    0.000    0.000    0.004    0.004 builder.py:1(<module>)
        2    0.000    0.000    0.000    0.000 builder.py:100(_uniop_intrinsic_with_flag)
        2    0.000    0.000    0.000    0.000 builder.py:101(wrap)
        1    0.000    0.000    0.000    0.000 builder.py:116(_triop_intrinsic)
        1    0.000    0.000    0.000    0.000 builder.py:117(wrap)
       13    0.000    0.000    0.000    0.000 builder.py:138(_castop)
       13    0.000    0.000    0.000    0.000 builder.py:139(wrap)
        4    0.000    0.000    0.000    0.000 builder.py:140(wrapped)
        6    0.000    0.000    0.000    0.000 builder.py:153(_label_suffix)
        1    0.000    0.000    0.000    0.000 builder.py:169(IRBuilder)
        7    0.000    0.000    0.000    0.000 builder.py:170(__init__)
       76    0.000    0.000    0.000    0.000 builder.py:175(block)
       18    0.000    0.000    0.000    0.000 builder.py:18(_binop)
        7    0.000    0.000    0.000    0.000 builder.py:184(function)
       18    0.000    0.000    0.000    0.000 builder.py:19(wrap)
        1    0.000    0.000    0.000    0.000 builder.py:20(<module>)
        2    0.000    0.000    0.000    0.000 builder.py:20(wrapped)
        6    0.000    0.000    0.000    0.000 builder.py:221(position_at_end)
        6    0.000    0.000    0.000    0.000 builder.py:228(append_basic_block)
        6    0.000    0.000    0.000    0.000 builder.py:261(_branch_helper)
        6    0.000    0.000    0.000    0.000 builder.py:268(if_then)
       36    0.000    0.000    0.000    0.000 builder.py:322(_insert)
       13    0.000    0.000    0.000    0.000 builder.py:328(_set_terminator)
        6    0.000    0.000    0.000    0.000 builder.py:34(_binop_with_overflow)
        6    0.000    0.000    0.000    0.000 builder.py:35(wrap)
        3    0.000    0.000    0.000    0.000 builder.py:532(_icmp)
        3    0.000    0.000    0.000    0.000 builder.py:552(icmp_unsigned)
        1    0.000    0.000    0.000    0.000 builder.py:717(load)
        3    0.000    0.000    0.000    0.000 builder.py:72(_uniop_intrinsic_int)
        3    0.000    0.000    0.000    0.000 builder.py:73(wrap)
        2    0.000    0.000    0.000    0.000 builder.py:730(store)
        1    0.000    0.000    0.000    0.000 builder.py:786(branch)
        3    0.000    0.000    0.000    0.000 builder.py:794(cbranch)
        4    0.000    0.000    0.000    0.000 builder.py:811(ret_void)
        5    0.000    0.000    0.000    0.000 builder.py:818(ret)
        3    0.000    0.000    0.000    0.000 builder.py:835(call)
        1    0.000    0.000    0.000    0.000 builder.py:86(_uniop_intrinsic_float)
        1    0.000    0.000    0.000    0.000 builder.py:87(wrap)
        1    0.000    0.000    0.000    0.000 builder.py:876(gep)
        2    0.000    0.000    0.000    0.000 builder.py:921(extract_value)
        2    0.000    0.000    0.000    0.000 builder.py:955(atomic_rmw)
        1    0.000    0.000    0.000    0.000 builder.py:960(cmpxchg)
        2    0.000    0.000    0.000    0.000 builder.py:991(fence)
        1    0.000    0.000    0.001    0.001 builder_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 builder_impl.py:427(SavedModelBuilder)
        1    0.000    0.000    0.000    0.000 builder_impl.py:46(_SavedModelBuilder)
        2    0.000    0.000    0.061    0.031 builtins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 builtins.py:1004(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 builtins.py:1015(MinValInfer)
        1    0.000    0.000    0.000    0.000 builtins.py:103(IterNext)
        1    0.000    0.000    0.000    0.000 builtins.py:1032(IndexValue)
        1    0.000    0.000    0.000    0.000 builtins.py:1044(IndexValueType)
        1    0.000    0.000    0.000    0.000 builtins.py:1065(IndexValueModel)
        1    0.000    0.000    0.000    0.000 builtins.py:114(PairFirst)
        1    0.000    0.000    0.000    0.000 builtins.py:128(PairSecond)
       20    0.000    0.000    0.000    0.000 builtins.py:142(choose_result_bitwidth)
       44    0.000    0.000    0.000    0.000 builtins.py:143(<genexpr>)
       20    0.000    0.000    0.001    0.000 builtins.py:145(choose_result_int)
       42    0.000    0.000    0.000    0.000 builtins.py:151(<genexpr>)
        5    0.000    0.000    0.000    0.000 builtins.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 builtins.py:170(BinOp)
        1    0.000    0.000    0.000    0.000 builtins.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:173(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:176(BinOpAdd)
        1    0.000    0.000    0.000    0.000 builtins.py:18(Print)
        1    0.000    0.000    0.000    0.000 builtins.py:181(BinOpAdd)
        1    0.000    0.000    0.000    0.000 builtins.py:186(BinOpSub)
